iter	Passed	Remaining
1570	27345	42280
1571	27370	42274
1572	27392	42264
1573	27412	42251
1574	27428	42231
1575	27444	42212
1576	27461	42193
1577	27477	42174
1578	27494	42156
1579	27513	42141
1580	27530	42122
1581	27546	42103
1582	27562	42083
1583	27578	42064
1584	27595	42045
1585	27612	42027
1586	27628	42008
1587	27646	41991
1588	27664	41976
1589	27681	41957
1590	27700	41941
1591	27717	41923
1592	27734	41906
1593	27751	41888
1594	27767	41868
1595	27784	41850
1596	27801	41832
1597	27816	41812
1598	27833	41794
1599	27849	41774
1600	27866	41755
1601	27883	41737
1602	27900	41719
1603	27916	41700
1604	27933	41682
1605	27949	41663
1606	27963	41641
1607	27981	41624
1608	27997	41604
1609	28013	41585
1610	28029	41566
1611	28046	41547
1612	28062	41528
1613	28080	41511
1614	28096	41492
1615	28114	41475
1616	28130	41455
1617	28147	41437
1618	28163	41419
1619	28178	41398
1620	28196	41380
1621	28212	41362
1622	28287	41428
1623	28304	41411
1624	28321	41392
1625	28337	41373
1626	28353	41354
1627	28369	41334
1628	28386	41315
1629	28401	41294
1630	28417	41275
1631	28433	41256
1632	28448	41236
1633	28464	41216
1634	28481	41198
1635	28498	41180
1636	28515	41161
1637	28532	41143
1638	28548	41124
1639	28565	41106
1640	28582	41088
1641	28598	41068
1642	28613	41047
1643	28630	41029
1644	28646	41010
1645	28662	40991
1646	28679	40973
1647	28697	40956
1648	28715	40939
1649	28731	40920
1650	28749	40903
1651	28765	40885
1652	28781	40865
1653	28798	40847
1654	28813	40826
1655	28830	40807
1656	28845	40787
1657	28861	40768
1658	28878	40750
1659	28897	40734
1660	28912	40714
1661	28927	40692
1662	28942	40672
1663	28958	40653
1664	28976	40636
1665	28992	40616
1666	29008	40598
